JUNCTION-0	105.18	63.62
JUNCTION-1	105.46	63.58
JUNCTION-2	107.64	62.75
JUNCTION-3	102.01	65.08
JUNCTION-4	109.45	62.45
JUNCTION-5	111.77	62.07
JUNCTION-6	109.48	62.62
JUNCTION-7	107.46	64.23
JUNCTION-8	104.66	64.92
JUNCTION-9	115.32	61.51
JUNCTION-10	117.94	61.02
JUNCTION-11	118.6	60.91
JUNCTION-12	119.43	63.2
JUNCTION-13	120.76	60.56
JUNCTION-14	116.96	66.02
JUNCTION-15	112.01	62.71
JUNCTION-16	112.42	63.86
JUNCTION-17	110.51	65.53
JUNCTION-18	110.82	66.43
JUNCTION-19	103.96	68.57
JUNCTION-20	105.69	68.27
JUNCTION-21	100.82	72.27
JUNCTION-22	101.95	65.03
JUNCTION-23	99.16	78.61
JUNCTION-24	99.26	78.26
JUNCTION-25	101.6	63.71
JUNCTION-26	104.7	49.48
JUNCTION-27	105.31	49.39
JUNCTION-28	118.16	47.28
JUNCTION-29	123.7	47.42
JUNCTION-30	117.43	56.71
JUNCTION-31	118.44	56.55
JUNCTION-32	119.67	56.34
JUNCTION-33	121.43	50.75
JUNCTION-34	128.12	59.44
JUNCTION-35	123.62	60.08
JUNCTION-36	121.76	60.39
JUNCTION-37	122.42	62.27
JUNCTION-38	121.06	62.76
JUNCTION-39	122.86	63.46
JUNCTION-40	125.13	64.25
JUNCTION-41	115.41	66.07
JUNCTION-42	119.62	65.63
JUNCTION-43	117.41	67.24
JUNCTION-44	118.23	69.51
JUNCTION-45	119.5	64.02
JUNCTION-46	120.95	68.46
JUNCTION-47	119.48	54.58
JUNCTION-48	121.83	57.15
JUNCTION-49	119.9	57.5
JUNCTION-50	124.06	48.24
JUNCTION-51	124.2	47.15
JUNCTION-52	122.69	42.99
JUNCTION-53	124.15	42.46
JUNCTION-54	120.41	36.66
JUNCTION-55	117.87	24.36
JUNCTION-56	120.04	36.82
JUNCTION-57	119.56	36.07
JUNCTION-58	119.33	35.22
JUNCTION-59	119.12	34.66
JUNCTION-60	118.51	32.99
JUNCTION-61	115.88	29.67
JUNCTION-62	116.06	28.4
JUNCTION-63	116.65	26.88
JUNCTION-64	116.91	26.28
JUNCTION-65	117.3	25.35
JUNCTION-66	120	25
JUNCTION-67	111.72	21.7
JUNCTION-68	112	22
JUNCTION-69	99.01	21.84
JUNCTION-70	100.12	21.01
JUNCTION-71	101.15	21.52
JUNCTION-72	104	22
JUNCTION-73	92	19
JUNCTION-74	66	17
JUNCTION-75	100.09	17.57
JUNCTION-76	124.55	49.52
JUNCTION-77	124.98	50.72
JUNCTION-78	126.07	53.82
JUNCTION-79	128.19	59.57
JUNCTION-80	129.37	62.83
JUNCTION-81	129.09	62.92
JUNCTION-82	129.84	64.15
JUNCTION-83	129.94	65.09
JUNCTION-84	122.12	68.1
JUNCTION-85	117.01	70.07
JUNCTION-86	111.04	74.55
JUNCTION-87	102.38	77.67
JUNCTION-88	96.7	78.1
JUNCTION-89	99.09	80.23
JUNCTION-90	99.02	80.15
JUNCTION-91	98.91	80.26
JUNCTION-92	93.76	83.8
JUNCTION-93	98.35	85.74
JUNCTION-94	98.46	85.46
JUNCTION-95	103.54	78.83
JUNCTION-96	103.29	76.11
JUNCTION-97	109.35	77.42
JUNCTION-98	109.07	81.92
JUNCTION-99	105.84	86.96
JUNCTION-100	102.09	85.94
JUNCTION-101	102.42	84.47
JUNCTION-102	98.69	83.79
JUNCTION-103	93.74	84.78
JUNCTION-104	93.93	84.84
JUNCTION-105	98.88	87.55
JUNCTION-106	93.75	88.38
JUNCTION-107	93.76	88.58
JUNCTION-108	106.03	87.17
JUNCTION-109	109.61	88.01
JUNCTION-110	114.62	89.46
JUNCTION-111	105.96	93.84
JUNCTION-112	106.05	94.71
JUNCTION-113	104.6	94.52
JUNCTION-114	106.77	100.09
JUNCTION-115	96.07	94.62
JUNCTION-116	96.91	93.69
JUNCTION-117	93.76	92.51
JUNCTION-118	106.75	100.26
JUNCTION-119	102.77	98.55
JUNCTION-120	93.75	92.67
JUNCTION-121	102.35	100.65
JUNCTION-122	93.75	92.6
JUNCTION-123	120.12	91
JUNCTION-124	120.17	91.1
JUNCTION-125	119.41	90.65
JUNCTION-126	121.23	87.79
JUNCTION-127	123.41	84.5
JUNCTION-128	120.12	82.62
JUNCTION-129	118.68	81.7
JUNCTION-130	116	86.24
JUNCTION-131	114.63	85.42
JUNCTION-132	114.22	89.24
JUNCTION-133	112.21	88.67
JUNCTION-134	113.19	87.48
JUNCTION-135	113.95	86.5
JUNCTION-136	117.33	80.89
JUNCTION-137	117.95	79.84
JUNCTION-138	118.51	79.47
JUNCTION-139	121.72	78.8
JUNCTION-140	125.93	81.81
JUNCTION-141	123.95	84.82
JUNCTION-142	121.7	91.43
JUNCTION-143	122.24	89.87
JUNCTION-144	123.37	87.96
JUNCTION-145	124.56	85.97
JUNCTION-146	126.62	82.46
JUNCTION-147	126.68	82.07
JUNCTION-148	129.57	89.62
JUNCTION-149	128.66	88.23
JUNCTION-150	129.02	87.98
JUNCTION-151	127.13	86.96
JUNCTION-152	129.33	91.54
JUNCTION-153	129.16	91.65
JUNCTION-154	128.73	92.32
JUNCTION-155	120.05	93.68
JUNCTION-156	118.99	94.97
JUNCTION-157	126.96	93.06
JUNCTION-158	128.26	93.55
JUNCTION-159	129.59	94.06
JUNCTION-160	129.88	94.34
JUNCTION-161	127.77	94.36
JUNCTION-162	120.35	91.14
JUNCTION-163	118.33	94.51
JUNCTION-164	117.86	94.51
JUNCTION-165	118.3	94.21
JUNCTION-166	118.46	94.3
JUNCTION-167	116.52	100.04
JUNCTION-168	116.52	93.97
JUNCTION-169	114.61	93.2
JUNCTION-170	112.54	96.46
JUNCTION-171	110.3	95.6
JUNCTION-172	110.09	96.83
JUNCTION-173	110.04	98.41
JUNCTION-174	111.64	98.76
JUNCTION-175	111.46	97.34
JUNCTION-176	115.76	98.98
JUNCTION-177	116.15	97.85
JUNCTION-178	117	96.89
JUNCTION-179	110.92	100.67
JUNCTION-180	119.09	95.01
JUNCTION-181	117.43	100.43
JUNCTION-182	124.76	98.2
JUNCTION-183	125.34	98.54
JUNCTION-184	124.6	100.67
JUNCTION-185	117.77	100.29
JUNCTION-186	117.42	100.53
JUNCTION-187	117.41	102.18
JUNCTION-188	129.8	103.8
JUNCTION-189	119.76	100.59
JUNCTION-190	116.5	100.41
JUNCTION-191	116.09	100.29
JUNCTION-192	115.66	100.26
JUNCTION-193	111.33	99.88
JUNCTION-194	111.21	99.9
JUNCTION-195	110.76	100.75
JUNCTION-196	110.86	100.79
JUNCTION-197	113.44	101.75
JUNCTION-198	108.59	103.07
JUNCTION-199	106.85	100.33
JUNCTION-200	100.09	103.35
JUNCTION-201	99.27	103.63
JUNCTION-202	93.75	93.61
JUNCTION-203	100.34	113.84
JUNCTION-204	102.62	114.42
JUNCTION-205	99.85	115.92
JUNCTION-206	99.26	103.51
JUNCTION-207	98.58	103.34
JUNCTION-208	98.36	104.19
JUNCTION-209	97.98	107.56
JUNCTION-210	98.49	102.7
JUNCTION-211	96.56	110.27
JUNCTION-212	96.14	112.41
JUNCTION-213	97.37	112.27
JUNCTION-214	99.12	112.77
JUNCTION-215	100.16	111.96
JUNCTION-216	98.33	115.52
JUNCTION-217	101.79	116.41
JUNCTION-218	101.89	116.04
JUNCTION-219	102.11	116.49
JUNCTION-220	111	108.13
JUNCTION-221	110.5	107.17
JUNCTION-222	111	108.27
JUNCTION-223	110.92	108.24
JUNCTION-224	111.26	108.03
JUNCTION-225	107.7	107.7
JUNCTION-226	108.23	104.64
JUNCTION-227	109.08	104.16
JUNCTION-228	113.11	112.76
JUNCTION-229	116.02	111.55
JUNCTION-230	116.23	111.9
JUNCTION-231	117.83	110.77
JUNCTION-232	116.84	106.64
JUNCTION-233	117.39	106.33
JUNCTION-234	116.52	105.72
JUNCTION-235	115.75	102.62
JUNCTION-236	118.7	107.13
JUNCTION-237	120.69	106.65
JUNCTION-238	119.4	100.91
JUNCTION-239	119.43	100.57
JUNCTION-240	123.69	105.51
JUNCTION-241	124.55	101.24
JUNCTION-242	124.01	106.41
JUNCTION-243	123.85	106.5
JUNCTION-244	124.37	107.42
JUNCTION-245	124.64	107.73
JUNCTION-246	126.64	108.74
JUNCTION-247	127.78	106.82
JUNCTION-248	126.58	108.89
JUNCTION-249	124.69	110.1
JUNCTION-250	126.19	112.75
JUNCTION-251	129.29	110.93
JUNCTION-252	128.88	107.89
JUNCTION-253	131.36	109.15
JUNCTION-254	132.43	107.83
JUNCTION-255	133.57	106.91
JUNCTION-256	130.83	109.52
JUNCTION-257	133.57	109.9
JUNCTION-258	129.29	111.13
JUNCTION-259	134.94	112.4
JUNCTION-260	131.91	114.46
JUNCTION-261	126.24	112.92
JUNCTION-262	121.34	115.54
JUNCTION-263	120.69	113.55
JUNCTION-264	120.33	112.52
JUNCTION-265	114.74	115.76
JUNCTION-266	117.55	114.14
JUNCTION-267	116.19	124.46
JUNCTION-268	113.13	116.68
JUNCTION-269	111.69	117.37
JUNCTION-270	111.8	117.32
JUNCTION-271	111.19	116.2
JUNCTION-272	113.93	114.61
JUNCTION-273	114.01	118.1
JUNCTION-274	115.46	117.28
JUNCTION-275	112.67	118.83
JUNCTION-276	118.34	115.62
JUNCTION-277	114.89	119.58
JUNCTION-278	116.43	118.7
JUNCTION-279	113.55	120.35
JUNCTION-280	114.25	121.59
JUNCTION-281	114.45	121.72
JUNCTION-282	115.67	121.05
JUNCTION-283	117.13	120.21
JUNCTION-284	116.36	118.57
JUNCTION-285	119.92	118.27
JUNCTION-286	118.56	119.4
JUNCTION-287	119.42	120.87
JUNCTION-288	120.17	122.17
JUNCTION-289	114.76	125.03
JUNCTION-290	112.21	125.42
JUNCTION-291	111.34	125.9
JUNCTION-292	108.88	127.31
JUNCTION-293	108.82	127.35
JUNCTION-294	107.35	128.16
JUNCTION-295	115.41	123.16
JUNCTION-296	115.17	123.13
JUNCTION-297	112.85	122.7
JUNCTION-298	111.51	123.41
JUNCTION-299	109.97	124.32
JUNCTION-300	112.09	121.18
JUNCTION-301	108.27	121.75
JUNCTION-302	105.98	124.24
JUNCTION-303	101.81	126.32
JUNCTION-304	107.64	121.45
JUNCTION-305	106.69	121.06
JUNCTION-306	106.73	122.48
JUNCTION-307	106	122.09
JUNCTION-308	104.11	121.25
JUNCTION-309	105.8	117.46
JUNCTION-310	105.8	117.37
JUNCTION-311	105.31	116.89
JUNCTION-312	108.69	117.91
JUNCTION-313	107.93	119.62
JUNCTION-314	109.89	118.33
JUNCTION-315	120.54	118.03
JUNCTION-316	127.94	115.59
JUNCTION-317	128.12	115.67
JUNCTION-318	128.11	117.92
JUNCTION-319	125.66	116.35
JUNCTION-320	126.56	124.21
JUNCTION-321	125.44	123.78
JUNCTION-322	120.55	121.95
JUNCTION-323	135.12	113.98
JUNCTION-324	135.75	118
JUNCTION-325	136.07	118.03
JUNCTION-326	135.14	120.32
JUNCTION-327	135.42	117.91
JUNCTION-328	131.93	117.91
JUNCTION-329	135.16	121.46
JUNCTION-330	133.04	126.65
JUNCTION-331	133.21	126.71
JUNCTION-332	135.56	127.58
JUNCTION-333	130.86	132.94
JUNCTION-334	123.32	129.58
JUNCTION-335	116.29	124.86
JUNCTION-336	117.75	129.08
JUNCTION-337	120.08	128.61
JUNCTION-338	119.52	132.93
JUNCTION-339	117.4	129.22
JUNCTION-340	117.23	128.41
JUNCTION-341	115.75	127.71
JUNCTION-342	111.52	132
JUNCTION-343	111.95	132.76
JUNCTION-344	108.96	132.99
JUNCTION-345	107.1	127.71
JUNCTION-346	106.39	126.44
JUNCTION-347	106.45	128.67
JUNCTION-348	105.73	129.06
JUNCTION-349	103.43	128.11
JUNCTION-350	105.05	127.15
JUNCTION-351	101.56	129.18
JUNCTION-352	104.15	130.05
JUNCTION-353	104.21	129.95
JUNCTION-354	101.64	131.46
JUNCTION-355	101.72	131.6
JUNCTION-356	100.52	129.79
JUNCTION-357	98.97	132.85
JUNCTION-358	101.58	131.34
JUNCTION-359	98.96	132.94
JUNCTION-360	107.26	125.8
JUNCTION-361	96.03	114.99
JUNCTION-362	94.23	114.58
JUNCTION-363	94.32	118.79
