indices,x,y,EC,uEC
152,466142.44,744186.21,0.720744674019264,8.44750739382717
486,456195.49,745656.22,0.117341342801124,0.0586372782921811
21,459262.88,745664.27,0.185706690119313,1.15007814475308
39,462169.18,744636.38,0.248128976719005,4.24154931975307
171,466017.35,748358.18,0.727467689966181,7.65811662489714
50,456367.07,748464.34,0.034179967755691,0.344265185493827
86,461496.64,739014.41,0.0514787713665705,10.8142990708848
139,458700.45,741621.77,0.348695439494423,7.20940981316873
622,462949.25,746745.2,0.0569755884995646,10.8106856360083
568,455181.52,742397.33,0.00597746507784977,0
43,461324.46,740156.98,0.0373476534891546,10.6839367172839
508,458054.8,741335.11,0.0210047235306955,5.14053240812757
500,455166.75,745933.45,0.00819463287170082,0.0781412444444445
554,466564.52,744689.71,0.676713462172739,9.29015546399178
170,458202.15,742415.5,0.3314537400865,6.85482843611106
502,464362.75,746118.08,0.673545887847346,7.83217484341562
623,457713.15,741334.22,0.0122755703379267,0.623753355144039
73,457627.13,743224,0.0105713920252204,4.59533984547322
489,459203.29,741041.64,0.0240679540455915,4.81026230586419
98,457927.35,746022.6,0.151404710263583,1.15522014804527
621,466157.3,745668.58,0.722890546264612,8.58281996213995
487,461325.36,740489.88,0.0209299261260822,10.9316081652263
544,461764.48,743738.3,0.283719493295578,3.72741111790122
516,455952.13,742950.76,0.0147219777269028,0.018581921090535
146,474077.64,746034.32,0.0156895100990182,1.12630875565843
54,473989,743634.65,0.034499567684617,2.7685587951646
111,465705.12,745648.85,0.658633469382989,9.97135390442384
153,474911.75,744017.99,0.0642455016172097,1.91140656327162
32,475727.26,743676.76,0.052648656002543,2.11174349989711
52,462461.12,748251.75,0.0723234996583106,9.69529457664605
326,465085.92,745788.33,0.68886003150332,7.89802064290123
362,457597.06,748468.55,0.0392781170647345,0.374947355452675
19,455116.66,748456.61,0.0154130276752089,0.0692294895061728
307,457617.83,742953.98,0.0140008955881041,5.115264988786
95,458634.82,745488.97,0.168508299431287,1.7004084031893
549,464186.5,746229.64,0.73224647759406,7.97186218086418
547,461204.56,738538.12,0.0976198440526309,10.1729798169753
91,462577.64,745269.25,0.24242897737886,3.57796097962961
33,465009.8,747959.11,0.563713782735497,17.9574633109053
107,457619.22,742424.37,0.0194194812088248,4.94194222716049
154,464701.57,744439.83,0.292983230024107,5.033233983642
79,462893.98,745528.99,0.279146273732023,4.04765195020575
62,468747.99,747491.83,0.065014068814796,18.5100438443415
174,470059.07,748152.28,0.11979286432789,28.2728998478395
129,468677.09,748242.73,0.146449863762356,26.2975468937243
482,467173.91,748029.8,0.793972666636325,9.64678813014405
14,467215.75,746729.04,0.871911899294614,9.49109008508232
220,468018.46,746846.79,0.917994024362336,8.69419716502057
42,468132.14,746358.6,0.852899744158465,10.4987331149177
144,468163.47,746022.45,0.866535558200663,10.6335744143005
100,467001.03,746182.87,0.76481705125901,13.0949419838477
24,467946.86,745066.89,0.902986497791092,8.98036679135802
28,466991.83,745065.85,0.634088344071138,18.8131488747943
479,469061.81,743304.62,0.639784962123827,30.6103031831275
112,469302.61,746281.07,0.0247025910160404,15.4296930406378
56,469716.81,745160.52,0.526013811811865,25.0526777987654
245,468979.85,745261.36,0.0292061447459758,15.2283703065844
244,470455.98,744262.58,0.0145542431921695,9.02451669176951
35,468722.11,744411.94,0.825747531497274,17.68069665
67,471721.23,744246.84,0.702007298808883,13.3945427763374
63,471851.54,745385.53,0.0788686989540213,1.20471145082305
96,473174.63,745845.18,0.0678011493446458,2.72028336183129
41,471758.11,745920.65,0.67610306118118,13.5850745992798
147,471727.34,747263.26,0.66016172738598,12.1757576161523
72,470892.35,759376.03,0.149385575004925,42.4015757799383
113,468842.74,739180.76,0.0162908539061041,7.33585567654322
222,467100.83,742217.31,0.362329424798608,14.694100862963
36,469610.72,740875.46,0.0158090936599665,8.34483156985599
221,474859.28,745969.75,0.00500104223200101,0.632288277057614
589,475609,744651.25,0.0437243242585367,1.97739195421811
620,462566.52,748743.88,0.896244694215263,10.7183925651235
588,466861.68,752518.54,1.86581124916185,25.1329028539095
619,463949.09,758125.4,2.9710075916737,28.1306226477366
587,466420.88,758667.55,2.50812992906363,26.3230426843622
151,468970.41,755122.73,2.08541485174276,37.3555906205762
618,464093.6,754477.03,2.43344210578156,49.7356578446502
132,462263.57,754306.59,2.23416330409584,54.6196234477366
218,462468.28,754814.79,2.26205522678864,48.2009681151235
150,462579.95,755065.8,2.19562959727192,47.5149273196503
219,463544.55,755394.88,2.16190318599924,47.04536281286
48,463891.95,754992.03,2.36219423561516,50.26738229393
58,463696.54,755193.46,2.24281757047441,48.6252152617283
124,464199.04,755546.81,2.34366358334286,57.9900321691357
105,465065.89,755395.2,2.51842358973432,51.8609175472223
25,463302.44,755883.97,3.03953383398376,69.13976358786
80,462238.54,755781.71,2.85435860703985,67.6639460670782
117,462344,756023.42,2.8123106011419,65.7504931687243
345,462449.46,756271.32,2.83831205923141,66.8561894397119
561,462567.32,756519.23,2.79583807580209,64.1635693700617
176,463138.04,756646.28,2.87650902386063,63.5210905841564
74,463159.76,756385.98,2.98148797511876,69.0158391131686
22,463212.49,756138.07,3.01329841881682,68.2624332553497
47,463904.42,756588.88,3.06564573973738,54.0790020186213
287,463829.98,756889.47,3.04129880917893,53.9182050580246
75,463290.23,757476.58,3.11568608591525,61.1896335763375
38,462964.55,757420.8,3.08193691041182,60.6857572000001
337,464587.96,756150.45,2.4839028670028,54.4672600139919
71,464510.31,756988.98,2.46831480884006,54.2374428554528
97,464442.07,757552.96,2.45602741603146,54.1205645503087
505,464299.12,757781.29,2.4156362404611,72.7096316808642
564,464078.89,757982.72,2.34998027422313,52.1293583096708
17,465117.98,758487.82,2.33615920158871,60.7254448982512
409,463823.01,758272.19,2.28442619419639,56.7538933838478
77,463566.05,758391.76,2.1396610966474,57.4346478577162
372,463770.21,758887.62,2.10762971523851,79.9315029446503
165,464034.22,759052.91,2.18362322186909,82.3126323163582
398,464611.51,759014.22,2.33050449533545,61.93945774321
148,464681.91,758750.47,2.43464071332824,60.1416244886832
340,466881.44,754318.46,0.285372084836919,91.8577846782924
400,467198.25,754578.7,0.303451776370531,90.7103842341561
532,466846.24,754831.91,0.164135930436324,85.4908367299383
330,468187.4,754677.17,0.26137311263658,88.3195384660493
49,467877.63,754357.14,0.248129750411841,86.7613931801438
526,468445.54,755367.84,2.11812706101732,51.2479450883745
367,468343.46,755951.62,2.10752246879362,51.0380020264404
162,468273.47,756615.5,2.09297001105109,50.9858365273662
503,468340.36,756939.04,2.02738699313556,48.5521711219137
322,469072.65,758583.75,1.9201607378585,36.6453078781892
163,467755.33,755259.4,0.777555042546768,103.686816175103
401,468036.28,756953.17,2.02146586430273,47.6963967106996
365,467004.89,756886.35,2.00630750505799,47.9008488711934
136,468060.92,757227.48,2.00789508839279,48.1163726658437
173,468064.44,757487.72,2.00787828830462,48.7228158061728
297,468092.76,757757.53,1.98935085228738,48.7821366957818
125,468159.64,758021.29,1.97458665189313,50.1734315650205
172,468289.89,758263.95,1.95685680383193,52.9622115680042
123,468430.69,758559.35,2.36595817246,32.9138652697531
556,467033.05,757183.96,1.96560970041201,47.4991749643004
59,467026.01,757437.16,1.96008486151827,47.7879017984568
552,466920.41,757693.89,1.93529598050771,47.2087600738684
140,466758.48,757908.41,1.90423412591166,47.5084444158437
358,466557.84,758063.15,1.97407994341403,46.5475014052469
379,466466.32,758207.33,1.98815493889537,47.3240878651235
380,466445.2,758481.64,2.40303815865319,33.1130562917696
299,467779.31,757503.98,0.206045408072217,72.7265404504115
94,467233.7,757479.37,0.19123488108289,67.2701342484568
29,467029.57,756597.85,2.06167185389963,51.0538638764403
411,466811.32,756488.84,2.01727712906979,62.525668433642
169,466547.32,756467.73,1.94334651244767,59.9227919057613
361,466086.18,756443.12,1.859725569706,58.4194139864197
46,466339.63,756154.74,1.90520395568034,59.9571335675926
404,466448.65,757084.22,1.92706855278803,59.4570973711934
70,466374.73,757594.15,1.84503381869286,56.777424569856
572,466075.52,757376.11,1.87501896386581,58.0868227817901
110,466103.44,758489.64,1.96789908295039,47.1691854306585
130,467810.94,759014.57,2.28378370039497,26.5335904262345
57,467022.44,759222.06,2.25816821287503,26.3541567494856
106,466427.54,758859.84,2.22198965033527,26.1512009764403
82,468657.97,758988.05,2.06479626448518,22.3101335798354
114,468649.37,759337.52,1.9653562133686,26.8100263116255
389,469865.05,759400.53,2.00642100819893,26.6328424295267
145,470490.1,759443.5,2.06430342599536,26.6293565776749
535,470498.7,759010.97,2.12498011736292,26.1070288927983
472,470481.49,758644.32,2.19218743535916,21.0591171651234
510,469976.87,758927.9,2.18705041905609,21.8871442303498
507,469773.3,758604.22,2.19683549609971,21.4187416506173
370,470415.97,757788.55,2.22865533416438,21.719573675823
465,469839.63,755565.11,2.02575836901401,37.1724021156378
406,469796.62,756195.28,1.96151636040048,54.9899360770576
563,469796.62,756696.56,1.93481333284425,54.517414268004
387,469208.46,757968.21,1.90064402965146,42.7626169406378
382,468953.28,757317.98,1.89826537258348,55.2574658462962
160,469185.35,756711.86,1.94019507313965,56.2492815128599
392,469994.5,758106.95,2.16253994030174,34.9945649302469
412,470346.57,755027.6,1.9533674154913,33.0380489137861
314,470338.48,754523.91,1.99350128558435,37.2803152063787
366,469632.1,754494.28,2.06365758045243,33.2848733756173
373,463553.4,749043.21,0.867595196236727,12.4363769243827
390,466480.22,754128.5,1.88734186945718,36.2271857786008
471,462884.72,749609.47,0.884565218033474,20.1651311024692
388,463191.78,753355.69,1.85747335652142,21.7171062709876
228,464411.5,751492.59,1.52980121788059,24.6315267409465
34,464970.81,751494.88,1.45384804688609,29.5102617850823
553,462717.05,751274.92,0.00310750522779512,0.000750774897119342
319,464112.06,749793.1,0.843447211475126,11.9499922384774
318,464624.32,749054.35,0.0381454881915035,15.467128998354
539,461696.03,753169.19,1.20309500962934,52.4685822126542
519,461582.06,752924.18,0.383868315736646,37.6574422555556
395,461710.12,750380.64,0.934365834861603,18.9771253461934
155,460736.45,749827.38,0.00538768456253003,0.0703572129629625
408,462863.01,753804.45,1.02910180643706,45.2457994796297
376,463732.89,749057.4,0.866082855915182,12.8504998369341
359,462340.63,751678.15,0.00610485820309184,0.0560930189300416
403,463998.81,749699.46,0.853216138505801,12.0704421614198
488,461444.75,751547.23,1.14583122488072,30.7019637264403
497,464081.61,752608.03,1.31789232495796,33.6440619786008
473,462114.63,753803.21,0.879368870908453,46.2766037307613
90,461368.88,749286.09,0.662300206863213,31.4476250979424
594,463247.69,750464,1.23948859706289,32.4613842614198
168,462049.92,752355.55,0.694266655738293,46.3910413898148
407,462405.92,749178.25,0.858471307831939,30.8770376839506
381,461993.3,750712.93,1.13237996841787,27.1625257162551
336,464423.29,751774.73,1.50703006776756,24.8938839800412
375,461855.57,753404.27,1.00192906984814,46.2699831852881
391,464128.76,753161.8,1.49383594354949,38.659892157716
284,463537.45,753485.13,1.31348825099155,36.56829235
466,462638.47,752167.69,1.17457720731971,43.3660237930041
368,464947.42,753537.91,0.136298426550636,49.4141444380659
352,461618.65,750906.98,0.907773469103372,17.9416894044239
40,463252.13,749799.64,0.893799930196674,21.5894246826132
560,464511.29,750817.99,1.43240186111423,30.1766589229424
158,462593.1,753804.01,1.06402148564311,46.6494212048354
293,462405.59,751927.35,0.00705577000232581,0.00146060740740741
343,462876.11,750654.45,1.21203243756338,32.6026732930041
300,461939.63,749993.13,0.77364158551276,27.7567512692387
575,463007.21,751627.52,0.0180868180370337,0.0182765666666667
515,462779.09,753387.6,1.31160881393228,47.2932968739711
291,460738.74,750097.38,0.00897675753761593,0.103229033744856
159,460741.03,750367.38,0.785238948899788,26.1917007306584
277,462045.86,752027.23,0.781584486133429,50.4135861345679
578,464965.83,749051.65,0.0424945142249169,14.866382544856
513,462517.16,752771.87,1.13529936752977,42.7855105977366
595,462053.67,752542.79,0.637686706520449,42.7782517030864
156,461449.85,753801.09,1.01750886082751,48.986151323251
334,461636.76,751032.93,0.882881099698237,17.8218590766461
570,463727.78,752437.18,1.42325868446252,36.0078734503086
296,464946.31,753807.91,0.120469816351111,44.4117604077161
356,464055.28,751263.9,1.32955749431049,33.7555493296296
597,461960.18,751726.91,1.19397120978261,30.8591711247942
324,464969.66,751774.88,1.39633305498424,26.6196578127571
279,461074.88,749287.23,0.615290496313235,30.2960768983539
533,464965.06,752894.87,1.24626532331412,29.4071380394033
309,463981.79,749057.57,0.0358971279039707,17.4627955376542
180,463727.65,752167.18,1.46601968559933,35.6598874720164
598,462880.56,750114.46,0.876200047777437,19.9622242496913
467,463053.34,751897.5,1.23336653023942,45.4385589811728
405,462312.23,749589.39,0.831565330875914,29.8369897850823
161,461446.99,752357.22,0.417071930105044,40.3474763076132
374,463053.59,752437.5,1.15766029263303,42.4436035154321
308,464941.39,751109.76,1.2481713291424,36.7420977415637
354,460731.86,749287.39,0.581197160776867,29.2191143124485
585,464692.13,752053.74,1.40380360064286,24.9443073519547
157,464964.72,749321.66,0.0457663196114554,14.0751640029836
546,463697.48,749327.99,0.85665974582518,12.0436978951646
378,464298.78,749055.98,0.0344496228172028,15.9142525479424
288,461849.58,752814.28,0.349940102445493,35.4827051824074
371,462379.38,751801.86,0.00266327814398588,0
525,462048.14,750531.16,1.09847952746104,26.5880500813786
612,462256.15,750905.6,1.14942142582986,32.833230186111
517,464966.21,752614.87,1.35692444959028,25.2974613816873
385,464098.57,750992.81,1.36593286843819,34.5166811231482
596,463053.47,752167.5,1.22347610839185,44.4729741768518
393,462190.61,750293.16,0.849926433076046,19.9047514653292
584,464494.51,750923.11,1.39285788778901,29.9451899453703
580,461630.85,750636.97,0.907805930534674,17.969939622428
383,463423.72,752707.32,1.28738244109724,38.0262115633744
555,463249.5,750192.95,0.880967033940665,22.4056288298354
613,464521.09,750528.03,1.44271665982329,30.0482949878601
496,460747.91,751177.38,0.690096459851024,22.5486028095679
599,462096.62,749772.88,0.807167510249606,28.4156759906379
593,461946.98,753066.13,1.31626924184962,54.943982697325
303,461409.38,748993.81,0.710931165244048,32.9369231019547
614,463801.23,753666.41,0.124182509852864,41.9476341053498
323,462239.15,751033.86,0.0115306431150692,0
610,462421.76,752115.58,0.000476177554243674,0
611,460113.65,753452.09,0.650587863594304,35.6055489020576
290,458336.95,752891.37,0.774958566410626,38.8537197920782
457,459999.06,753491.7,0.63094389504237,33.63314515607
609,458223.28,752949.44,0.849376692129701,39.8612359745885
477,459187.98,752111.16,1.14968263611841,44.4129919811729
579,457325.71,753507.83,0.747787853248158,37.1362635552469
624,459195.05,752951.17,0.935487629574602,43.2088119195473
604,459201.55,753710.72,0.518485232152838,28.6675874045267
557,457326.21,753227.84,0.775525607481169,38.1539984828189
602,458465.95,751615.72,0.90670521728591,47.0592142974279
603,459011.89,752390.84,0.833303802944153,42.3799114109053
311,457486.4,751548.08,0.804690823415004,43.6372366038065
399,459538.25,751559.06,1.29408394927402,47.2982599063786
608,459922.07,752908.37,0.928815259331198,44.3028575460906
577,460036.76,753169.27,0.692399097030794,39.2665887531893
605,457445.28,752948.05,0.693851132527674,37.8664143723251
386,458156.23,753271.83,0.830548913855031,39.5479430437243
571,457725.78,752668.55,0.762197933533363,41.4228908417695
347,459195.55,752671.17,0.975629776648297,44.7335816832305
410,459848.5,752323.53,1.12557909615822,43.6352053795268
402,458324.32,752312.5,0.952333108994248,45.8475168727366
607,458608.06,751804.63,1.08910721672081,51.1418341304526
384,459305.45,753511.48,0.757614035468099,39.7185670894033
495,459031.75,753230.88,0.77728668682851,36.9222886592593
301,457445.78,752668.05,0.730221365220638,39.8086797237654
321,459011.44,752645.84,0.776857614761462,40.0090139495885
582,458187,753143.37,0.839894884808275,39.5489951159465
606,459140.1,753574.71,0.76778312534257,37.2166487910494
294,458356.93,752176.35,0.96587380840129,46.6044510308642
348,459734.67,752064.56,1.21040371004597,52.8203902349794
369,457639.19,752108.39,0.788860342575646,42.1864103268519
601,458673.28,751532.33,1.16806199984652,53.5337078408437
534,459623,751810.51,1.2584506831498,46.7041241586419
338,458181.42,753717.87,0.536582027610276,29.9046069196501
396,458422.15,751904.05,1.06598274128284,50.9129429132717
527,458246.64,753445.58,0.595871322116769,33.157436050823
581,457885.71,753509.37,0.649384562342908,33.0645753965021
306,459961.18,752579.86,1.10671883566038,43.1844854481481
562,457801.68,752317.43,0.812929961809733,42.403195042181
565,459305.95,753231.37,0.717678188188094,39.4775203623457
328,457639.69,751828.39,0.898062276788985,45.4580945700617
506,459032.25,752950.88,0.754573512198017,37.8526861602881
600,457485.9,751828.12,0.826666954097101,42.8558686852881
286,458402.17,752619.07,0.801622022151828,39.9003863366255
394,459974.67,753792.56,0.499529133716389,27.101061072428
313,460058.82,752848.25,1.10657350375128,42.832648098251
531,457325.22,753787.83,0.699420244688855,35.4699956220164
518,459084.74,753452.2,0.768313029368856,37.3026565420782
470,460533.6,752639.56,1.48311237407604,31.7065801498971
494,461387,758110.88,3.0694181542266,46.8776050955762
481,461149.11,756578.08,3.02455686177818,41.2624592792181
351,460136.34,756562.23,1.7403526163721,28.3801093845679
537,460710.51,757070.87,2.90168801485477,44.9817507001028
335,460347.85,755580.62,1.98243091984384,28.2848454299383
542,461509.27,757904.67,2.89165014562258,63.8189548688271
569,460478.47,754552.82,2.00546602562533,33.5204671455761
298,460271.62,758755.24,2.69546797827656,39.0889783409465
501,460151.91,754584.01,1.76550876944123,32.2697449291152
331,462996.9,758752,2.59729412773225,38.0593298253086
339,461884.66,759234.81,2.65624878458154,38.7709548246913
573,460273.9,758455.25,2.72434852225455,39.4281726831276
397,460154.2,754294.02,1.43750216134953,56.2381102521605
529,460141.25,755938.52,1.93152697319474,28.0172750117284
474,460291.55,757187.16,2.81505803078555,43.8805431329218
480,461194.11,758169.1,2.78795999050191,39.727100227572
3,460584.37,755804.27,1.92501571541656,27.7305843497943
520,460149.63,754874.01,1.8897432959443,29.674659185288
478,460705.27,756078.83,1.735163459255,27.2154763038066
355,461859.15,757433.73,2.93370534661656,65.002735050926
377,460772.23,759267.9,2.68376885884016,38.6221515119341
485,461073.21,757894.54,2.78473128115872,43.3267310900206
592,460138.79,756250.37,1.8797527973173,27.1344663453704
469,460933.1,758611.84,2.69407362308122,39.3265494894032
538,460289.19,757497.15,2.8188915213044,43.7061552702675
316,460951.11,756637.12,2.91072538892699,45.0383240439301
305,462226.09,758222.76,3.2488075019607,56.1771088456791
4,462425.58,758675.79,2.56597924971475,37.0042450641975
360,461626.14,758170.08,3.25704040392744,60.9305486882717
295,462559.64,757759.01,3.05028807885321,58.6019385289096
512,461565.47,758032.29,3.29789385224437,63.8402071908437
475,461116.83,757993.61,2.81551076921976,40.0996902672839
511,460290.43,757334.09,2.78544080143828,43.5618399019548
327,462442.77,757493.61,3.06248876529514,60.671908716358
586,462081.54,756685.67,2.9520373866732,60.4326269861111
540,461332.14,756497.48,3.06049251822026,55.2801754446502
2,461402.37,756656.94,3.02102794955689,56.5001950475309
349,461960.64,756411.11,3.1693805998024,57.5719251861111
504,460999.91,755730.58,2.03688893923442,49.4882842302469
350,461560.67,755483.65,2.02938532706169,49.0185229045268
353,460639.97,755930.55,1.87822960746676,25.8662773226337
329,461546.91,755937.7,2.02504473526799,48.617403098251
341,461018.61,756790.42,2.95932562110641,45.9411273592593
325,460487.5,753285.27,1.03205224510304,40.8918455623457
545,466385.17,751465.02,0.0631916072237728,15.0541205226337
522,465724.24,751698.52,0.00545359477302354,0.668082965226337
310,466043.31,751425.16,0.0534275526465933,16.5786585817901
492,469844.61,752218.63,1.66053685398099,34.9286945969135
426,470172.21,752271.02,1.62185321771034,39.9223006894032
357,469382.94,751352.74,1.50304827585189,32.3972611318931
567,470354.42,751949.14,0.00488432963229468,0
282,466934.18,750079.67,0.754542066699639,13.7730477242798
528,468073.89,749309,0.846054004282339,34.8921143026749
548,469137.31,749228.78,0.897470697672963,32.7504246416666
566,469126.57,750223.88,0.0596847194813099,24.2241945091564
333,469446.51,753986.73,1.30804672040585,35.7532150220165
558,467267.48,750691.54,1.21644740189466,23.8693095551441
413,467705.23,749134.21,0.777008510975602,18.1025381643004
530,466512.82,749369.14,0.734091523708003,17.5042930585391
536,468033.76,749561.13,0.821435984937107,37.090060463066
304,468812.2,753573.39,1.26130753149442,43.4426919904322
463,469348.38,753745.03,1.32431309363998,36.4440494247943
574,467302.71,752823.25,1.58082150493102,30.9687106895062
302,467773.87,751283.95,1.04201162836192,27.8325958263375
524,467809.41,750224.34,1.27095179739893,23.7775938303499
281,469298.55,750547.63,0.183828195755536,47.0943033297326
514,468713.6,752311,1.26254234845373,30.107776806893
550,467511.31,750553.82,1.22345697233746,23.9652234505144
543,470339.04,750547.63,0.152453799923583,44.706855188169
476,469640.19,752698.01,1.62514649974318,33.3509665537036
491,465718.55,750696.19,0.036127737347575,19.9593399744856
462,470351.46,751472.77,1.29557799757422,37.4787993814816
483,470336.18,749547.73,0.0653310268230339,27.9851989493828
583,468913.04,751234.79,0.0900625903783009,38.6414092523662
541,467447.7,752397.54,0.815380301400955,27.2374759623457
461,470336.18,750221.02,0.0856092607654825,33.8964502578189
490,466349.05,752885.57,1.66728646584058,27.8426374731481
493,467804.65,753599.52,1.60259983795584,31.6193796158437
432,469183.77,751656.61,1.43481958897072,32.42180636893
416,466400.85,752441.44,1.71549222392852,26.8187670194444
422,469107.85,752736.6,1.22150640270386,31.0735020196502
252,468484.06,752931.01,1.12883003099073,37.6707380140947
280,470329.69,750938.64,0.978703004516285,55.5396745439298
249,466992.7,752096.98,0.817290550579856,25.3904399624485
181,465564.71,750941.08,0.0409893473777926,19.1134685119342
